Transaction Date,Post Date,Description,Category,Type,Amount,Memo
03/24/2024,03/25/2024,AVE J JUICE BAR DELI &amp; G,Food & Drink,Sale,-5.01,
03/22/2024,03/25/2024,4 SEASON DELI &amp; GROCERY,Groceries,Sale,-5.19,
03/22/2024,03/25/2024,KOSHER BAGEL HOLE,Food & Drink,Sale,-5.93,
03/22/2024,03/25/2024,OH NUTS INC-FLATBUSH,Groceries,Sale,-59.87,
03/24/2024,03/25/2024,STINKY BUDS,Groceries,Sale,-13.52,
03/22/2024,03/24/2024,DUNKIN #338871 Q35,Food & Drink,Sale,-2.17,
03/21/2024,03/24/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
03/22/2024,03/24/2024,CONEY EXOTIC CORPORATION,Shopping,Sale,-10.40,
03/20/2024,03/21/2024,LIT NYC INC,Shopping,Sale,-10.40,
03/21/2024,03/21/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,4.30,
03/21/2024,03/21/2024,LYFT   *1 RIDE 03-19,Travel,Sale,-4.30,
03/20/2024,03/21/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/20/2024,03/21/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/19/2024,03/20/2024,SQ *PATIS BAKERY BK SQUAR,Food & Drink,Sale,-19.54,
03/19/2024,03/20/2024,SQ *EL CHURRO,Food & Drink,Sale,-8.00,
03/19/2024,03/20/2024,DUNKIN #304133 Q35,Food & Drink,Sale,-2.17,
03/19/2024,03/20/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
03/17/2024,03/19/2024,7-ELEVEN 36802,Gas,Sale,-5.52,
03/18/2024,03/19/2024,MIAS BAKERY BROOKLYN,Food & Drink,Sale,-20.55,
03/17/2024,03/19/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/17/2024,03/19/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/17/2024,03/19/2024,SESAME FLATBUSH,Groceries,Sale,-11.16,
03/17/2024,03/18/2024,7-ELEVEN 33704,Gas,Sale,-2.59,
03/15/2024,03/17/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/15/2024,03/17/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/15/2024,03/17/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/15/2024,03/17/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/14/2024,03/15/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,6.02,
03/14/2024,03/15/2024,LYFT   *CANCEL FEE,Travel,Sale,-6.02,
03/13/2024,03/15/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/13/2024,03/15/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/15/2024,03/15/2024,APPLE.COM/BILL,Shopping,Sale,-2.17,
03/13/2024,03/15/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/13/2024,03/15/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/12/2024,03/14/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/12/2024,03/14/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/12/2024,03/14/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/12/2024,03/14/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/13/2024,03/14/2024,GOOGLE *YT Primetime,Entertainment,Sale,-14.99,
03/13/2024,03/13/2024,Payment Thank You-Mobile,,Payment,2478.43,
03/12/2024,03/12/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,41.75,
03/12/2024,03/12/2024,LYFT   *1 RIDE 03-10,Travel,Sale,-41.75,
03/10/2024,03/11/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
03/10/2024,03/11/2024,HARRICO GALLER DRUG CORP,Health & Wellness,Sale,-8.99,
03/07/2024,03/10/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/07/2024,03/10/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/09/2024,03/10/2024,Microsoft*Ultimate 1 Mont,Shopping,Sale,-18.49,
03/10/2024,03/10/2024,GOOGLE *YouTubePremium,Entertainment,Sale,-13.99,
03/09/2024,03/10/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,5.40,
03/09/2024,03/10/2024,LYFT   *1 RIDE 03-07,Travel,Sale,-5.40,
03/08/2024,03/10/2024,LIQUORWINESWAREHOUSEOCEAN,Food & Drink,Sale,-209.00,
03/07/2024,03/08/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/07/2024,03/08/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/07/2024,03/08/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
03/06/2024,03/08/2024,DOMA LAND SEA,Food & Drink,Sale,-340.68,
03/05/2024,03/06/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/05/2024,03/06/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/04/2024,03/06/2024,TARGET        00032433,Shopping,Sale,-37.76,
03/04/2024,03/05/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/04/2024,03/05/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/03/2024,03/04/2024,BROOKLYN SMOKE &amp; VAPE,Shopping,Sale,-12.48,
02/29/2024,03/03/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
03/03/2024,03/03/2024,TST* CRUNCHY'S BROOKLYN,Food & Drink,Sale,-24.48,
03/01/2024,03/01/2024,AUTOMATIC PAYMENT - THANK,,Payment,1795.83,
02/28/2024,02/28/2024,UBER   EATS,Food & Drink,Sale,-21.03,
02/27/2024,02/28/2024,UBER   EATS,Food & Drink,Sale,-36.62,
02/27/2024,02/28/2024,EXXON KINGS MILL C-STORE,Gas,Sale,-30.00,
02/25/2024,02/27/2024,SESAME FLATBUSH,Groceries,Sale,-5.50,
02/26/2024,02/27/2024,M EXOTIC SNACKS INC,Shopping,Sale,-43.68,
02/26/2024,02/27/2024,SQ *PATIS BAKERY BK SQUAR,Food & Drink,Sale,-15.19,
02/25/2024,02/26/2024,UBER   EATS,Food & Drink,Sale,-23.60,
02/25/2024,02/26/2024,TST* MARGEZ GRILL HOUSE,Food & Drink,Sale,-191.34,
02/25/2024,02/26/2024,CLEANINGTHEGLASS.COM,Gifts & Donations,Sale,-5.00,
02/22/2024,02/25/2024,KOSHER BAGEL HOLE,Food & Drink,Sale,-14.00,
02/24/2024,02/25/2024,LYFT   *1 RIDE 02-21,Travel,Sale,-9.91,
02/22/2024,02/23/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
02/22/2024,02/23/2024,UBER   EATS,Food & Drink,Sale,-15.58,
02/21/2024,02/23/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
02/22/2024,02/23/2024,LYFT   *CANCEL FEE,Travel,Sale,-6.02,
02/22/2024,02/23/2024,SQ *PATIS BAKERY TIMES SQ,Food & Drink,Sale,-14.10,
02/21/2024,02/22/2024,APPLE.COM/BILL,Shopping,Return,2.56,
02/20/2024,02/22/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
02/20/2024,02/22/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
02/20/2024,02/21/2024,M EXOTIC SNACKS INC,Shopping,Sale,-41.60,
02/19/2024,02/21/2024,JOE'S PIZZA,Food & Drink,Sale,-3.00,
02/19/2024,02/21/2024,JOE'S PIZZA,Food & Drink,Sale,-4.00,
02/20/2024,02/21/2024,TST* 16 HANDLES - WILLIAM,Food & Drink,Sale,-13.86,
02/19/2024,02/20/2024,SEPHORA WILLIAMSBURG,Shopping,Sale,-15.24,
02/18/2024,02/20/2024,B-H KOSHER BAGELS,Food & Drink,Sale,-13.01,
02/19/2024,02/20/2024,ALLEGIANCE GAS 1981,Gas,Sale,-20.00,
02/19/2024,02/20/2024,UBER   EATS,Food & Drink,Sale,-44.91,
02/19/2024,02/20/2024,DUANE READE #14426,Health & Wellness,Sale,-3.31,
02/19/2024,02/20/2024,UBER   EATS,Food & Drink,Sale,-10.77,
02/18/2024,02/19/2024,DUNKIN #348319,Food & Drink,Sale,-5.87,
02/18/2024,02/19/2024,CENTURY 21,Shopping,Sale,-2.17,
02/18/2024,02/19/2024,OUTSIDE THE BOX SHIPPING,Personal,Sale,-5.04,
02/18/2024,02/19/2024,KRISPY KREME #0156,Food & Drink,Sale,-9.67,
02/17/2024,02/19/2024,NOVITA RISTORANTE,Food & Drink,Sale,-152.12,
02/15/2024,02/18/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
02/15/2024,02/18/2024,7-ELEVEN 33704,Gas,Sale,-2.71,
02/15/2024,02/18/2024,KAZUNORI- NYC,Food & Drink,Sale,-52.26,
02/17/2024,02/18/2024,LYFT   *1 RIDE 02-15,Travel,Sale,-59.86,
02/16/2024,02/18/2024,DUNKIN #307515 Q35,Food & Drink,Sale,-2.17,
02/16/2024,02/18/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
02/16/2024,02/18/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
02/15/2024,02/18/2024,7-ELEVEN 38462,Gas,Sale,-7.13,
02/15/2024,02/16/2024,DELTA ELIZABETH AVE,Gas,Sale,-49.37,
02/14/2024,02/16/2024,BARNEA BISTRO,Food & Drink,Sale,-330.00,
02/14/2024,02/15/2024,APPLE.COM/BILL,Shopping,Sale,-7.98,
02/13/2024,02/15/2024,7-ELEVEN 33704,Gas,Sale,-3.04,
02/14/2024,02/15/2024,IC* INSTACART*SUBSCRIP,Groceries,Return,107.79,
02/13/2024,02/14/2024,M EXOTIC SNACKS INC,Shopping,Sale,-41.60,
02/14/2024,02/14/2024,INSTACART CREDIT,Fees & Adjustments,Adjustment,15.00,
02/14/2024,02/14/2024,IC* INSTACART*SUBSCRIP,Groceries,Sale,-107.79,
02/13/2024,02/14/2024,7-ELEVEN 33704,Gas,Sale,-6.48,
02/13/2024,02/14/2024,GOOGLE *YT Primetime,Entertainment,Sale,-14.99,
02/13/2024,02/13/2024,LYFT   *1 RIDE 02-11,Travel,Sale,-24.34,
02/10/2024,02/12/2024,L&amp;B SPUMONI GARDENS,Food & Drink,Sale,-13.75,
02/11/2024,02/12/2024,7-ELEVEN 33680,Gas,Sale,-11.04,
02/11/2024,02/11/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
02/10/2024,02/11/2024,GOOGLE *YouTubePremium,Entertainment,Sale,-13.99,
02/09/2024,02/11/2024,Microsoft*Ultimate 1 Mont,Shopping,Sale,-18.49,
02/09/2024,02/11/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
02/07/2024,02/09/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
02/07/2024,02/08/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
02/06/2024,02/08/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
02/07/2024,02/08/2024,7-ELEVEN 33704,Gas,Sale,-9.63,
02/07/2024,02/08/2024,TEMPURA,Food & Drink,Sale,-619.15,
02/06/2024,02/07/2024,BROOKLYN SMOKE &amp; VAPE,Shopping,Sale,-46.80,
02/06/2024,02/07/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
02/04/2024,02/06/2024,STARBUCKS STORE 15461,Food & Drink,Sale,-5.72,
02/04/2024,02/06/2024,TST* MOCHA BURGER - SOHO,Food & Drink,Sale,-171.28,
02/04/2024,02/05/2024,7-ELEVEN 33704,Gas,Sale,-5.78,
02/01/2024,02/04/2024,BOEUF AND BUN,Food & Drink,Sale,-140.60,
02/01/2024,02/02/2024,PRODUCE MARKET 2000,Groceries,Sale,-37.11,
01/31/2024,02/01/2024,7-ELEVEN 33680,Gas,Sale,-2.82,
01/31/2024,02/01/2024,7-ELEVEN 33680,Gas,Sale,-4.28,
01/30/2024,02/01/2024,Highway Smoke,Groceries,Sale,-15.60,
01/31/2024,01/31/2024,UBER   EATS,Food & Drink,Sale,-20.72,
01/30/2024,01/31/2024,DOORDASH DASHPASS,Food & Drink,Sale,-9.99,
01/29/2024,01/30/2024,TST* HOLY SCHNITZEL - BRO,Food & Drink,Sale,-14.69,
01/28/2024,01/29/2024,BROOKLYN SMOKE &amp; VAPE,Shopping,Sale,-15.60,
01/28/2024,01/29/2024,DD/BR #358374,Food & Drink,Sale,-2.17,
01/26/2024,01/28/2024,7-ELEVEN 33680,Gas,Sale,-1.79,
01/26/2024,01/28/2024,BROOKLYN SMOKE &amp; VAPE,Shopping,Sale,-46.80,
01/26/2024,01/28/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
01/26/2024,01/28/2024,7-ELEVEN 33704,Gas,Sale,-8.82,
01/25/2024,01/28/2024,ROCCA CAFE - LOUNGE,Food & Drink,Sale,-57.09,
01/25/2024,01/26/2024,JFK DUNKIN DONARRVLS 3175,Food & Drink,Sale,-2.38,
01/25/2024,01/26/2024,CLEANINGTHEGLASS.COM,Gifts & Donations,Sale,-5.00,
01/25/2024,01/26/2024,HUDSONNEWS  ST1181,Shopping,Sale,-9.42,
01/24/2024,01/25/2024,SQ *JOSEPH'S DREAM BURGER,Food & Drink,Sale,-34.19,
01/22/2024,01/24/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
01/23/2024,01/24/2024,EXXON BOLLA OPEATING CORP,Gas,Sale,-12.93,
01/21/2024,01/23/2024,DIXIEAVJ_1,Food & Drink,Sale,-19.34,
01/21/2024,01/23/2024,FOCUS_418,Food & Drink,Sale,-3.80,
01/22/2024,01/23/2024,YAHOO FANTASY SPORTS LLC,Entertainment,Sale,-10.00,
01/22/2024,01/23/2024,YAHOO FANTASY SPORTS LLC,Entertainment,Sale,-25.00,
01/21/2024,01/22/2024,KINGS PLAZA GARAGE,Travel,Sale,-4.00,
01/20/2024,01/22/2024,TST* A PASTA BAR,Food & Drink,Sale,-121.15,
01/21/2024,01/22/2024,CC VENDING,Food & Drink,Sale,-2.65,
01/21/2024,01/22/2024,BROOKLYN SMOKE &amp; VAPE,Shopping,Sale,-46.80,
01/19/2024,01/21/2024,LE MARAIS,Food & Drink,Sale,-186.24,
01/21/2024,01/21/2024,LYFT   *1 RIDE 01-19,Travel,Sale,-20.99,
01/20/2024,01/21/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
01/20/2024,01/21/2024,LYFT   *1 RIDE 01-18,Travel,Sale,-20.70,
01/18/2024,01/19/2024,SQ *NEIL SIMON,Food & Drink,Sale,-10.00,
01/18/2024,01/19/2024,UBER   EATS,Food & Drink,Sale,-62.98,
01/18/2024,01/18/2024,LYFT   *2 RIDES 01-16,Travel,Sale,-33.51,
01/16/2024,01/18/2024,SESAME FLATBUSH,Groceries,Sale,-2.50,
01/16/2024,01/18/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
01/14/2024,01/16/2024,GLATT MART INC,Groceries,Sale,-40.25,
01/15/2024,01/16/2024,UBER   EATS,Food & Drink,Sale,-13.07,
01/15/2024,01/16/2024,INSTACART CREDIT,Fees & Adjustments,Adjustment,15.00,
01/15/2024,01/16/2024,IC* INSTACART*SHOPRITE,Groceries,Sale,-57.97,
01/14/2024,01/15/2024,APPLE.COM/BILL,Shopping,Sale,-7.98,
01/14/2024,01/15/2024,DD/BR #340464 Q35,Food & Drink,Sale,-5.42,
01/13/2024,01/15/2024,KOMA SUSHI LLC,Food & Drink,Sale,-85.01,
01/15/2024,01/15/2024,LYFT   *CANCEL FEE,Travel,Sale,-5.58,
01/12/2024,01/15/2024,SESAME FLATBUSH,Groceries,Sale,-3.00,
01/14/2024,01/15/2024,GAMETIME    TICKETS,Entertainment,Sale,-254.00,
01/13/2024,01/15/2024,M DELI GRILL SMOKE SHOP I,Groceries,Sale,-2.60,
01/13/2024,01/14/2024,GOOGLE *YT Primetime,Shopping,Sale,-14.99,
01/12/2024,01/14/2024,HOLON ISRAELIKOSHER,Groceries,Sale,-15.97,
01/13/2024,01/14/2024,UBER   EATS,Food & Drink,Sale,-20.78,
01/12/2024,01/12/2024,Payment Thank You-Mobile,,Payment,2126.89,
01/12/2024,01/12/2024,UBER   EATS,Food & Drink,Sale,-22.39,
01/11/2024,01/12/2024,BREADSMITH,Food & Drink,Sale,-10.45,
01/09/2024,01/11/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
01/09/2024,01/11/2024,SESAME FLATBUSH,Groceries,Sale,-11.70,
01/10/2024,01/11/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
01/09/2024,01/10/2024,Microsoft*Ultimate 1 Mont,Shopping,Sale,-18.49,
01/10/2024,01/10/2024,GOOGLE *YouTubePremium,Shopping,Sale,-13.99,
01/08/2024,01/09/2024,CONEY DELI &amp; GRILL,Groceries,Sale,-3.12,
01/07/2024,01/09/2024,KAZUNORI- NYC,Food & Drink,Sale,-37.02,
01/08/2024,01/09/2024,BROOKLYN SMOKE &amp; VAPE,Shopping,Sale,-52.00,
01/07/2024,01/08/2024,FBGM 11 CORPORATION,Groceries,Sale,-15.60,
01/07/2024,01/08/2024,DAYDREAM CONVENIENCE,Groceries,Sale,-15.60,
01/07/2024,01/08/2024,OURI`S MARKET,Groceries,Sale,-30.58,
01/06/2024,01/07/2024,EXXON BOLLA OPEATING CORP,Gas,Sale,-7.47,
01/06/2024,01/07/2024,Payment Thank You-Mobile,,Payment,5000.00,
01/04/2024,01/07/2024,SMOKE N CLOUDS INC,Shopping,Sale,-10.75,
01/04/2024,01/07/2024,SMOKE N CLOUDS INC,Shopping,Sale,-2.26,
01/04/2024,01/07/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
01/04/2024,01/07/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
01/04/2024,01/07/2024,B-H KOSHER BAGELS,Food & Drink,Sale,-12.00,
01/06/2024,01/07/2024,SQ *JOSEPH'S DREAM BURGER,Food & Drink,Sale,-27.60,
01/04/2024,01/05/2024,LUZZOS BK,Food & Drink,Sale,-59.58,
01/04/2024,01/05/2024,MIAS BAKERY BROOKLYN,Food & Drink,Sale,-6.00,
01/03/2024,01/05/2024,OSTROVITSKY BAKERY,Groceries,Sale,-3.50,
01/04/2024,01/04/2024,LYFT   *1 RIDE 01-02,Travel,Sale,-3.89,
01/02/2024,01/04/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
01/03/2024,01/04/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
01/02/2024,01/04/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
01/03/2024,01/04/2024,AVE J JUICE BAR DELI AND,Groceries,Sale,-4.16,
01/02/2024,01/04/2024,DAYDREAM CONVENIENCE,Groceries,Sale,-15.60,
01/02/2024,01/04/2024,KAZUNORI- NYC,Food & Drink,Sale,-90.37,
01/02/2024,01/03/2024,WESTSIDE MARKET-170,Groceries,Sale,-6.33,
01/01/2024,01/03/2024,SESAME FLATBUSH,Groceries,Sale,-16.82,
12/31/2023,01/02/2024,THE QUENTIN,Food & Drink,Sale,-1089.22,
12/31/2023,01/02/2024,PRIZEPICKS,Entertainment,Sale,-100.00,
01/02/2024,01/02/2024,APPLE.COM/BILL,Shopping,Sale,-5.43,
12/31/2023,01/02/2024,B-H KOSHER BAGELS,Food & Drink,Sale,-10.51,
01/01/2024,01/02/2024,UBER   EATS,Food & Drink,Sale,-12.81,
01/01/2024,01/02/2024,YAHOO FANTASY SPORTS LLC,Entertainment,Sale,-15.00,
12/30/2023,01/01/2024,BRAVO PIZZA,Food & Drink,Sale,-5.18,
12/30/2023,01/01/2024,Sugarfish- Flatiron,Food & Drink,Sale,-238.17,
